,date,tweet,hashtags
888,2020-12-30,Hipnose para mudar vidas. Sou Hipnólogo Master. #hipnoseclinica #hipnoterapia #psicoterapia #hipnose,"#hipnoseclinica, #hipnoterapia, #psicoterapia, #hipnose"
929,2020-12-23,"Bukowski não era um escritor tão positivo, entretanto, sua frase inspira esperança. 🥰  Por estarmos vivendo em uma pandemia, em tempos tão sombrios e incertos, o ato de acreditar em dias melhores se faz importante.  . . . #psicologia #psicoterapia #psicologa #hope","#psicologia, #psicoterapia, #psicologa, #hope"
953,2020-12-19,"Assistindo o episódio de ""Existir e Resistir: o Desafio da Depressão"", no #DiscoveryChannel, só vi muito foco na medicalização, no tratamento psiquiátrico, psicoterapia pouco mencionado, sendo sua importância fundamental para tratamento da doença! #depressãoédoença #psicoterapia","#DiscoveryChannel, #depressãoédoença, #psicoterapia"
955,2020-12-19,"É através da minha vulnerabilidade que me conecto de forma autêntica comigo e com minha humanidade! 💭  Tá tudo bem se permitir ser vulnerável, errar, ter defeitos... Abrace sua vulnerabilidade!  #Psicologia #Psicoterapia #psicologa #saudemental #saudeemocional","#Psicologia, #Psicoterapia, #psicologa, #saudemental, #saudeemocional"
958,2020-12-18,"Fazer terapia não é só pra quem tem transtornos não, é também pra quem quer se conhecer,se amar,superar traumas,mudar hábitos,etc. Vamos mudar esse conceito! 🤦  #Psicologia #psicoterapia #Saude #saudemental #MentePositiva #terapia","#Psicologia, #psicoterapia, #Saude, #saudemental, #MentePositiva, #terapia"
1006,2020-12-09,Não se compare. Todos temos nossa própria caminha 🦋  #psi #Psicoterapia #psicologo #ansiedade #autoconhecimento #alunodepsicologia,"#psi, #Psicoterapia, #psicologo, #ansiedade, #autoconhecimento, #alunodepsicologia"
1016,2020-12-08,"Uma mulher que está em análise há anos, não quer guerra com ninguém. 🧘🏻‍♀️ #terapia #analise #psicoterapia #empoderamento #autoconhecimento #decisoes #Freud #Lacan #inconsciente #psicologia #psi #solitude #pazinterior","#terapia, #analise, #psicoterapia, #empoderamento, #autoconhecimento, #decisoes, #Freud, #Lacan, #inconsciente, #psicologia, #psi, #solitude, #pazinterior"
1023,2020-12-06,Hoje faço #psicoterapia e me ajuda muito a controlar a #ansiedade.,"#psicoterapia, #ansiedade"
1039,2020-12-02,"Dia de psicóloga, duas ou uma: Ou é tapa na cs r a dos traumas ou é choro livre.  Resta saber qual será hoje!  #Psicologia #psicoterapia #Cametá #Criciuma","#Psicologia, #psicoterapia, #Cametá, #Criciuma"
1054,2020-11-30,"""Nem teus próprios inimigos podem fazer tanto dano como teus próprios pensamentos.” - Buda  #terapia #psicoterapia #saudemental #autoconhecimento #saude #vida #autoestima #bemestar #amorproprio #façaterapia #autocuidado #reflexão #pensamentos #PsicologaOnline #umapsicologapravoce","#terapia, #psicoterapia, #saudemental, #autoconhecimento, #saude, #vida, #autoestima, #bemestar, #amorproprio, #façaterapia, #autocuidado, #reflexão, #pensamentos, #PsicologaOnline, #umapsicologapravoce"
1084,2020-11-25,Levamos um minuto para avaliar a vida dos outros. E uma vida inteira sem entender a nossa.  #Psicologia #life #vidas #VerdadeDosFatos #psicoterapia #,"#Psicologia, #life, #vidas, #VerdadeDosFatos, #psicoterapia"
1098,2020-11-24,Que sensação boa que estou sentido hoje!!! #Psicoterapia #psicologia,"#Psicoterapia, #psicologia"
1113,2020-11-21,"Coragem não é a ausência do medo, mas a capacidade de enfrentá-lo.  🦋 #psicologia #psicoterapia #hipnoterapia #hipnose #SaudeMental #saudeemocional  Psicóloga Hipnoterapeuta  Francieli Marques","#psicologia, #psicoterapia, #hipnoterapia, #hipnose, #SaudeMental, #saudeemocional"
1132,2020-11-18,Seja seu maior apoiador. Diga a si mesmo que você vai superar isso. Deixe-se saber o quão incrível você JÁ É.💖  ■ ■ ■ ■ ■ ■ ■ ■ ■ ■ ■ ■ ■ ■ ■ ■ ■ ■ ■⠀ #psi #rakelandrade #psico #psicologia #perfeicao #cobranca #terapia #psicoterapia #insta,"#psi, #rakelandrade, #psico, #psicologia, #perfeicao, #cobranca, #terapia, #psicoterapia, #insta"
1157,2020-11-13,Hj é dia pagar pra falar e ser ouvida!!! #autocuidado #psicoterapia #embuscadafelicidade,"#autocuidado, #psicoterapia, #embuscadafelicidade"
1162,2020-11-12,A falta de diálogo pode estragar tantas coisas...  #Psicología #psicoterapia #paz #love,"#Psicología, #psicoterapia, #paz, #love"
1171,2020-11-11,Jung é maior que Skinner. Psicologia analítica é melhor que comportamental. Postei e saí correndo. #Psicologia #psicoterapia,"#Psicologia, #psicoterapia"
1179,2020-11-11,"Quarta feira cheia de trabalho. Por um lado desafio, por outro prazer . Uma profissão em expansão em plena #pandemia #psicologia #psicoterapia","#pandemia, #psicologia, #psicoterapia"
1187,2020-11-10,HOJE é o dia que você vai mudar o que não te fez bem ONTEM para tornar o AMANHÃ melhor! #Psicologia #Psicoterapia #cuidardesi,"#Psicologia, #Psicoterapia, #cuidardesi"
1206,2020-11-07,"“A #ociosidade é a #mãe da #filosofia.” #ThomasHobbes   Só se consegue ter #consciência da nossa #existência quando silenciamos e começamos a perguntar. Podemos usar a auto reflexão, #meditação, #oração, #psicoterapia ou #aconselhamento filosófico, para citar algumas...","#ociosidade, #mãe, #filosofia, #ThomasHobbes, #consciência, #existência, #meditação, #oração, #psicoterapia, #aconselhamento"
1224,2020-11-04,"Cada um possui em si diversas portas. Quantas portas alheias já tentamos abrir? Em vão, pois as portas só abrem por dentro!  #psicoterapia #Terapia","#psicoterapia, #Terapia"
1235,2020-11-02,"Venho tentando falar um pouco de Psicologia aqui no Twitter, como uma forma de divulgar essa ciência que é tão cheia de fantasias na crença popular. Acho que está na hora de falar o que é e o que não é Psico. Explicarei nos próximos tuítes.  #Psicologia #Saude #psicoterapia","#Psicologia, #Saude, #psicoterapia"
1241,2020-11-01,"Quando se passa por situações difíceis de serem ""digeridas"" ou assimiladas e toda vez que aquilo retorna de alguma forma, traz angústia ou algum sofrimento emocional.   #psicologia #psicoterapia #saúdemental #emoção","#psicologia, #psicoterapia, #saúdemental, #emoção"
1258,2020-10-28,"A vida é feita de etapas e nada é para sempre, aliás o sempre não é eterno! #relacionamentos #psicoterapia #voltesempre","#relacionamentos, #psicoterapia, #voltesempre"
1262,2020-10-27,"A psicoterapia não é importante apenas para tratar transtornos, mas sim para manter tua saúde e bem estar. #Psicoterapia #psicologia ❤️💕","#Psicoterapia, #psicologia"
1285,2020-10-24,Treine sua mente para ver sempre o lado BOM das coisas. #psicologaonline #terapia #psicoterapia,"#psicologaonline, #terapia, #psicoterapia"
1288,2020-10-23,A maior recompensa que tenho como psicólogo é quando meu cliente não precisa mais de mim.   #psicologia #psicologiaclinica #psicoterapia,"#psicologia, #psicologiaclinica, #psicoterapia"
1291,2020-10-23,A ordem da ajuda - Bert Hellinger  #SejaEstejaSorria     #constelaçãofamiliar    #auraquartz   #psicoterapia  Informações e agendamento,"#SejaEstejaSorria, #constelaçãofamiliar, #auraquartz, #psicoterapia"
1292,2020-10-22,"Amizade verdadeira só é verdadeira, quando é recíproca!  ®  #frasesinspiradoras #frases #frasesereflexões #inspiração #frasesmotivadoras #frasestumblr #frasestristes #like #day #outubro #psicologia #psicoterapia #psicanalise #brasil #twitter #followforfollowback #seguedevolta","#frasesinspiradoras, #frases, #frasesereflexões, #inspiração, #frasesmotivadoras, #frasestumblr, #frasestristes, #like, #day, #outubro, #psicologia, #psicoterapia, #psicanalise, #brasil, #twitter, #followforfollowback, #seguedevolta"
1304,2020-10-21,"O medo e a dor são paralisantes. A cura está no movimento. Mas, se você não está conseguindo se colocar em movimento, procure ajuda psicológica.   #terapiaonline #psicoterapia","#terapiaonline, #psicoterapia"
1355,2020-10-13,"Precisamos todes d #psicoterapia acessível e d baixo custo. D preferência gratuita. Ñ apenas pra evitar agressores, mas tbm pra aprendermos a reconhecer e dialogar ativamente as violências entendidas socialmente como normais q exercemos sobre o outro e q o outro exerce sobre nós.",#psicoterapia
1358,2020-10-12,"💎E é essa jornada de autoconhecimento, reconhecendo o que é bom e valioso pra nós, que nos conduz pra experiência de estar a vontade na própria pele 💎Se dê essa chance  #autovalidacao #autoconhecimento #autoestima #psicoterapia","#autovalidacao, #autoconhecimento, #autoestima, #psicoterapia"
1365,2020-10-10,"A saúde mental importa, a sua saúde importa e nós estamos aqui por você 🌻  •••••  #NossoEspaçoCoral  #EspaçoCoralPsicologia #psicoterapia #psicoterapiaonline #psicologiaclínica #diamundialdasaudemental #mentalhealthday #saudemental","#NossoEspaçoCoral, #EspaçoCoralPsicologia, #psicoterapia, #psicoterapiaonline, #psicologiaclínica, #diamundialdasaudemental, #mentalhealthday, #saudemental"
1408,2020-10-05,Fazer psicoterapia é uma forma muito eficiente de auto cuidado. Os resultados aparecem conforme sua prática na rotina.  #skincare #psicoterapia #autocuidado #autoestima,"#skincare, #psicoterapia, #autocuidado, #autoestima"
1435,2020-09-30,"Estou com horários disponíveis.  Se alguém se sentir convocado a entrar nesta jornada, fique a vontade pra me chamar por aqui ou pelo Whatsapp.  Bora lá, se conhecer menos?  #psicologia #psicoterapia #psicanalise #tearapia  #façaterapia #psicologias #freud #lacan","#psicologia, #psicoterapia, #psicanalise, #tearapia, #façaterapia, #psicologias, #freud, #lacan"
1473,2020-09-24,Comece a aproveitar os pequenos bons momentos do seu dia☀️  #psicologia #saude #psicologiaclinica #momentosbons #diasbons #positividade #resiliencia #psicoterapia #psicoterapiaonline #saudemental,"#psicologia, #saude, #psicologiaclinica, #momentosbons, #diasbons, #positividade, #resiliencia, #psicoterapia, #psicoterapiaonline, #saudemental"
1485,2020-09-23,"Quando bater tristeza, pense, escreva ou fale sobre ela. Dias tristes estão ok. Uma persistência na tristeza... cabe um maior cuidado. #saudemental #paratodas #todos #todes Sim!!! É difícil ser gente - sente demais!!!! #quempuder #façaanálise #psicoterapia não é #Couch #cuidado!","#saudemental, #paratodas, #todos, #todes, #quempuder, #façaanálise, #psicoterapia, #Couch, #cuidado"
1497,2020-09-21,"Ver as pessoas felizes, mostra que você está sozinho?  responda sinceramente, sem o politacamente correto  #análise #divangando #divan_gando #divã #freud #lacan #lacanianos #lacanianas #psicologia #reflexao #psicoterapia #felicidade #festa #alegria #solidão","#análise, #divangando, #divan_gando, #divã, #freud, #lacan, #lacanianos, #lacanianas, #psicologia, #reflexao, #psicoterapia, #felicidade, #festa, #alegria, #solidão"
1527,2020-09-16,"O mais importante do que onde chegar, é quem você se torna ao longo desse processo. #inteligênciaemocional #equilíbrioemicional #autocontrole #autoconhecimento #psicoterapia","#inteligênciaemocional, #equilíbrioemicional, #autocontrole, #autoconhecimento, #psicoterapia"
1530,2020-09-15,"Falar sobre suicídio é falar sobre a vida. É muito mais do que se comunicar, é buscar compreender as formas de viver. 🌻 #SetembroAmarelo #prevencaoaosuicidio #psicoterapia #autoamor #autoestima","#SetembroAmarelo, #prevencaoaosuicidio, #psicoterapia, #autoamor, #autoestima"
1564,2020-09-10,"""Devemos sim, escolher nossos amigos. Mas devemos lembrar que : uma alma doente, adoece outra alma, una alma sã,  a outra cura."" Sêneca #ehtempodeser #psicoterapia #psicocorporal #filosofiaterapeurica #karinareisgotti","#ehtempodeser, #psicoterapia, #psicocorporal, #filosofiaterapeurica, #karinareisgotti"
1566,2020-09-10,"O objetivo da TERAPIA não é transportar o paciente para um estado de felicidade, mas ajudá-lo a adquirir firmeza diante do sofrimento.A vida acontece no equilíbrio entre a alegria e a dor.(C.G.Jung) #SetembroAmarelo  #curapelafala  #psicoterapia","#SetembroAmarelo, #curapelafala, #psicoterapia"
1596,2020-09-03,situação e necessita de ajuda. 𝐀𝐆𝐄𝐍𝐃𝐄 𝐒𝐔𝐀 𝐂𝐎𝐍𝐒𝐔𝐋𝐓𝐀 ou 𝐂𝐇𝐀𝐌𝐀 𝐍𝐎 𝐙𝐀P 📞 (17) 3222-4226 fixo 📲 (17) 98125-0435 WhatsApp #psicoterapia #emdr #atendimentoonline #eviteosuicidopeçaajuda #SetembroAmarelo,"#psicoterapia, #emdr, #atendimentoonline, #eviteosuicidopeçaajuda, #SetembroAmarelo"
1605,2020-09-02,"9 - 🐾O pulo do gato é que: Quanto mais frio e seco for o inverno, maior será a intensidade da florada.  Se você achou útil, comente e compartilhe e marque o @ de alguém.  #psicomasilviadiniz #psicoterapia #autoconhecimento #autocuidado","#psicomasilviadiniz, #psicoterapia, #autoconhecimento, #autocuidado"
1607,2020-09-01,Lágrimas deságuam na face de uma alma que peleja. #pensamentos #poesia #sofrimento  #resiliencia  #psicoterapia,"#pensamentos, #poesia, #sofrimento, #resiliencia, #psicoterapia"
1624,2020-08-27,Agradecemos a todes os assistides pela confiança diária em nosso trabalho! 🌈💜 #ProjetoRemonta #Diadespsicólogues #Psicoterapia #SaúdeMental #LGBTI #Diversidade #Acolhimento #Ética #Inclusão #Gênero #Sexualidade #PsicologiaClínica #PsicologiaSocial #Atendimento,"#ProjetoRemonta, #Diadespsicólogues, #Psicoterapia, #SaúdeMental, #LGBTI, #Diversidade, #Acolhimento, #Ética, #Inclusão, #Gênero, #Sexualidade, #PsicologiaClínica, #PsicologiaSocial, #Atendimento"
1630,2020-08-27,"🗣️Terapia Presencial e Online Para agendar, use um dos canais de contato disponível no perfil.  #Psycoterapeuta #Terapia #Psicoterapia #SaudeMental #Ansiedade  #Depressao #Tdah #Angustia #Medo #Fobia #Abuso #Assedio #phda #frustração #AmorProprio #Respeito #Equilibrio #Liberdade","#Psycoterapeuta, #Terapia, #Psicoterapia, #SaudeMental, #Ansiedade, #Depressao, #Tdah, #Angustia, #Medo, #Fobia, #Abuso, #Assedio, #phda, #frustração, #AmorProprio, #Respeito, #Equilibrio, #Liberdade"
1646,2020-08-23,"Recado rápido: continue com a sua #psicoterapia em dia, inclusive, para lidar melhor com essas #pessoas que deveriam estar fazendo e n-ã-o-f-a-z-e-m! 😉","#psicoterapia, #pessoas"
1651,2020-08-22,"Porque como disse Jacob Levy Moreno ""o corpo lembra do que a mente esquece"".  #psicologia #psicoterapia #itapema #cuidedevoce #seame #psicodrama","#psicologia, #psicoterapia, #itapema, #cuidedevoce, #seame, #psicodrama"
1654,2020-08-21,🕎 Faça seu contato conosco: ⁣⁣⁣⁣⁣ 📱 (21) 99586-0783⁣⁣⁣⁣⁣ 📧 contato@clinicademedicinadaalma.com.br⁣⁣⁣⁣⁣ ⁣⁣⁣⁣⁣ #psicoterapia #autoconhecimento #patologia #amorproprio #psicanalise #clinicapsicanalitica #medicinadaalmaquecuraocorpo,"#psicoterapia, #autoconhecimento, #patologia, #amorproprio, #psicanalise, #clinicapsicanalitica, #medicinadaalmaquecuraocorpo"
1679,2020-08-16,“Nunca é tarde demais para se tornar o que você gostaria de ser!” #autoconhecimento #vida #mudanca #evolucao #psicoterapia #psicologia,"#autoconhecimento, #vida, #mudanca, #evolucao, #psicoterapia, #psicologia"
1682,2020-08-15,"É tão grande o sortimento de terapeutas sem formação compatível com o desafio da clínica em saúde mental que eu quase (veja bem, QUASE) acho injusto as críticas focarem apenas os côxis  #psicologia #psicoterapia #terapiaonline #tatuapé #façaterapia #psicologo #rodrigogiannangelo","#psicologia, #psicoterapia, #terapiaonline, #tatuapé, #façaterapia, #psicologo, #rodrigogiannangelo"
1693,2020-08-14,"sobreviver em meio a transtornos, problemas, normas, preconceitos, e qualquer outra situação que lhe cause angústia e sofrimento.  • #psicologia #psicoterapia #psicologa #psico #saudemental #estudantedepsicologia","#psicologia, #psicoterapia, #psicologa, #psico, #saudemental, #estudantedepsicologia"
1695,2020-08-13,"E não é possível voltar no tempo e mudar aquilo a que renunciou. Mas é possível aceitar a realidade que está posta e, diante dela, fazer novas escolhas, mudando aquilo que está ao seu alcance nesse momento de vida. Nisso, a #psicoterapia pode te ajudar.   #atendimentoonline","#psicoterapia, #atendimentoonline"
1704,2020-08-13,"Hoje meditando com uma técnica do tantra percebi que meu clitóris tem uma consciência, uma sabedoria sobre meu ser, sobre a vida, maturidade e realidade. #tantra #autoconhecimento #psicologia #psicoterapia","#tantra, #autoconhecimento, #psicologia, #psicoterapia"
1707,2020-08-12,"A paz exige que você abra não de algumas coisas, principalmente da necessidade de ter controle sobre tudo. . . Psicóloga Jessica Freitas Link na Bio . . #Psicologia #psicoterapia #humanismo #existencial #aquieagora","#Psicologia, #psicoterapia, #humanismo, #existencial, #aquieagora"
1726,2020-08-10,"Fechar ciclos é olhar para o passado com gratidão, aproveitar as lições que foram aprendidas e se abrir para novas alegrias que ainda temos a viver. 🙏  #pensoeu #terapia #psicoterapia #saúdemental #saúdeemocional #amorpróprio #ciclos #gratidão #recomeço","#pensoeu, #terapia, #psicoterapia, #saúdemental, #saúdeemocional, #amorpróprio, #ciclos, #gratidão, #recomeço"
1742,2020-08-07,Bom dia!! Me respondam: O que caracteriza um bom psicólogo pra vcs?? #psicologia #psicologa #psicoterapia #vidadepsicologa #enquete,"#psicologia, #psicologa, #psicoterapia, #vidadepsicologa, #enquete"
1743,2020-08-07,“Observe atentamente a mágica que ocorre quando você dá a uma pessoa conforto suficiente para ser ela mesma.” Atticus · #Psicología #Psicoterapia #autenticidade,"#Psicología, #Psicoterapia, #autenticidade"
1745,2020-08-07,Boa tarde!  Queria saber se alguém tem uma indicação de um psicólogo/a bom/a com preço acessível para consultas online.  Eu estou procurando um para a cidade do Rio de Janeiro. #psicologiaonline #psicologa #Psicoterapia  Estarei muito agradecida 🥰,"#psicologiaonline, #psicologa, #Psicoterapia"
1748,2020-08-06,Você não é uma má pessoa por não conseguir ser suficiente pra todo mundo que queria ser. Você não tem obrigação de atingir as expectativas de todo mundo. #autoconhecimento #Psicoterapia #Psicologia #psicanálise,"#autoconhecimento, #Psicoterapia, #Psicologia, #psicanálise"
1749,2020-08-06,"""A pessoa mais forte não é aquela fazendo mais barulho, mas aquela que consegue, calmamente, dirigir a conversa para a definição e solução dos problemas.""  Aaron Beck  #Psicologia #Psicoterapia #Psi #AaronBeck","#Psicologia, #Psicoterapia, #Psi, #AaronBeck"
1789,2020-07-31,Poucas coisas exigem tanto quanto ouvir as pessoas e SER UMA PRESENÇA para elas.   #casosclinicos #escutaclinica #cuidado #psicoterapia,"#casosclinicos, #escutaclinica, #cuidado, #psicoterapia"
1799,2020-07-29,#psicoterapia on line do dia... ´seja com os outros o que você quer que sejam com você / faça para os outros aquilo que vocês querem que façam com você´... essa frase vai até aonde você faz por QUALQUER  PESSOA sem esperar por nada em troca ok?! A vida vai tratar de retribuir. ✨,#psicoterapia
1814,2020-07-27,"Do mesmo jeito que o coração não vai parar de bater, a mente não vai parar de pensar, são comandos involuntários   #psiquiatria #psicoterapia #autoamor #saudemental #comportamento #ansiedade #autoconhecimento #COVIDー19 #insonia #terapia #sevalorize","#psiquiatria, #psicoterapia, #autoamor, #saudemental, #comportamento, #ansiedade, #autoconhecimento, #COVIDー19, #insonia, #terapia, #sevalorize"
1817,2020-07-27,Fazer psicoterapia não é ouvir o que fazer com os seus problemas. É sobre aprender como você mantém os seus problemas e o que ganha com eles. #psicoterapia #psicoterapiaéisso,"#psicoterapia, #psicoterapiaéisso"
1824,2020-07-23,Alguém sabe a resposta? Por que há tantas pessoas querendo ser atendidas por Psicólogas e não conseguem? Por que há tantas Psicólogas querendo atender pessoas e não conseguem? #Psicologia #Psicoterapia,"#Psicologia, #Psicoterapia"
1872,2020-07-12,O que você está pensando? . . #Mindfulness #meditar #meditation  #terapia #psicologos #psicoterapia #psicologia #psicologiapositiva #tcc #terapiacognitivocomportamental #neuropsicologia #ansiedade #depressao #psicologiabahia #salvador #bahia #psiquiatria,"#Mindfulness, #meditar, #meditation, #terapia, #psicologos, #psicoterapia, #psicologia, #psicologiapositiva, #tcc, #terapiacognitivocomportamental, #neuropsicologia, #ansiedade, #depressao, #psicologiabahia, #salvador, #bahia, #psiquiatria"
1878,2020-07-11,"Sábado é dia de definir meu cabelo. Enquanto titia puxa, cacho a cacho, entre um assunto e outro, faço várias elaborações. #Psicoterapia é uma coisa. Mas as terapias do cotidiano não podem ser desprezadas. Têm seu lugar social, principalmente pra quem não tem acesso ao divã.",#Psicoterapia
1882,2020-07-07,Atender crianças online é divertido... a gente conversa por emojis. Meu teclado hoje: 🦹🏻🦹🏻‍♀️😍🦸‍♂️🗣🦹🏻🤩😊🗣👁💜😊👣🤩☺️ #psicoterapia,#psicoterapia
1899,2020-07-02,"@diferentonabr Mas antes, durante e até receber alta, faça #psicoterapia . Autoconhecimento fortalece e liberta. #Psicologia","#psicoterapia, #Psicologia"
1903,2020-07-02,"Vamos poupar nossa energia, tempo e suor pra lutas que valham mais a pena, sem desgates inúteis. Ok?! #simonelimapsi #terapiaonline #psicologaemfortaleza #ansiedade #medo #dor #sofrimento #depressao #psicoterapia","#simonelimapsi, #terapiaonline, #psicologaemfortaleza, #ansiedade, #medo, #dor, #sofrimento, #depressao, #psicoterapia"
1911,2020-06-29,"“O papel do terapeuta é o de um artista especializado na conversa, um arquiteto do diálogo” ✨ #psicoterapia",#psicoterapia
1917,2020-06-27,A rede social é a liquidação total da vida privada. #psicologia #psicoterapia,"#psicologia, #psicoterapia"
