,date,tweet,hashtags
224,2021-02-27,Finalmente um filme de sapatão bandidassasss #EuMeImporto,#EuMeImporto
226,2021-02-27,Meu Deus o final #EuMeimporto,#EuMeimporto
227,2021-02-27,Pois eu adorei o final pq eu já tava ficando puto com a forma que tava acabando kkkkk #ICareALot #EuMeImporto,"#ICareALot, #EuMeImporto"
228,2021-02-27,Não sabia que tinha como Rosamund Pike ser mais ordinária que em Garota Exemplar #EuMeimporto,#EuMeimporto
229,2021-02-27,"Com toda certeza #EuMeimporto  é o pior ""filme"" que já vi na #Netflix a única coisa que salva é no tempo de timeline de 1:57:37.","#EuMeimporto, #Netflix"
230,2021-02-27,"Sobre esse filme,não fiquei com pena da veia pq ela era mais bandida do que as golpistas,só dos outros velhos mesmo,mas da velha que o drama focou não,e torci demais para elas saírem bem no final,que pena q n rolou. :(  #EuMeimporto",#EuMeimporto
232,2021-02-27,"Sobre #ICareALot (#EuMeimporto), vi muitas opiniões divergentes na tl. O filme tem alguns probleminhas de roteiro? Sim. Mas acho que foi fiel ao que se propôs, entretém do início ao fim, a estética e atuações são ótimas.  Não precisa levar tão à sério, só curte a experiência. 😉","#ICareALot, #EuMeimporto"
233,2021-02-27,"EU ME IMPORTO tem uma anti-heroina  poderosa, mas caga ao forçar bastante coisa no roteiro, dar um tom novelesco a algumas resoluções e erra MUITO na tentativa de ser engraçado. O saldo só é positivo por funcionar com o que propõe, além do baita fator Romamund Pike. #EuMeimporto",#EuMeimporto
234,2021-02-27,Só eu que gostei das sapatao trambiqueiras? 😂😂😂 #EuMeimporto,#EuMeimporto
237,2021-02-27,Começando o sábado com #EuMeimporto do @NetflixBrasil,#EuMeimporto
238,2021-02-27,Filme foda Netflix #EuMeimporto amei!!! Uma vilã do caralho!!! Ao mesmo tempo que eu torcia pra derrota dela e eu torcia p vitoria tb kkkk afff,#EuMeimporto
239,2021-02-27,Dona Netflix tá de parabéns com sentido filme  👏🏼👏🏼👏🏼👏🏼#EuMeimporto,#EuMeimporto
240,2021-02-26,"Fiquei feliz de ver o Anão, ele tá bem. #eumeimporto #Netflix","#eumeimporto, #Netflix"
241,2021-02-26,"Fran, EU ME IMPORTO 🤭 #EuMeimporto",#EuMeimporto
242,2021-02-26,MDS eu não passei raiva assistindo #EuMeimporto não né? Hahahahaha que vagabunda pilantra. Essa mulher só faz papel sendo demonia hahahhaa Marla cuzona que se aproveita de velhinhos,#EuMeimporto
243,2021-02-26,"Eu assisti o filme #EuMeimporto e passei raiva o filme inteiro. Mas a satisfação do final, talvez uma esperança que aconteça o msm aqui. Deus me livre desejar morte de alguém,  mas tem gente que só uma bala no meio do peito pra parar de fazer merda. Vai que aparece um doido..",#EuMeimporto
244,2021-02-26,Tô odiando um filme q estou assistindo #eumeimporto gente é insano!,#eumeimporto
245,2021-02-26,"Adorei #EuMeImporto . Povo não gostou do final, mas eu adorei. Só vou dar 9/10 pq eu acho que devia ter mostrado no começo mais dela tapeando o povo.",#EuMeImporto
246,2021-02-26,"mano mto bom #EuMeimporto gostei real kkkkkkk agr n sei se queria q ela realmente levasse o  tiro, pq merecer é óbvio merecia",#EuMeimporto
247,2021-02-26,Pqp que filmao #EuMeimporto 😎,#EuMeimporto
248,2021-02-26,"Ai não sei se amei ou odiei esse filme. Sla, podia ter uma filme 2, com eles ficando ricos e tramando todo o esquema, a decisão dos dois de não confiar um no outro, sla, o final me deixou meio ble #Eumeimporto",#Eumeimporto
249,2021-02-26,#EuMeimporto é pra vc passar raiva e surpreender,#EuMeimporto
252,2021-02-25,"terminei #EuMeimporto E não vi a mulher morta , lógico q se tiver uma sequência ta de boa a final ela levou um tiro e quase ficando inconsciente em terminou o filme, eita que povo exagerado dizendo q a outra tinha morrido.🙄",#EuMeimporto
253,2021-02-25,"Terminei de assistir I care a Lot (Eu me importo) da Netflix e fiquei com pena dos velhinhos! Não consegui simpatizar com ninguém, sorry. Além de ser inverídico que logo a máfia Rússia não consiga matar ninguém #ICareALot #EuMeimporto #ICareALotNetflix","#ICareALot, #EuMeimporto, #ICareALotNetflix"
254,2021-02-25,Até que enfim um filme de lésbicas poderosas e trambiqueiras que não sofrem por amor e tem cada plot twist na história da curadoria de idosos também. Adorei o Peter Dinklage como chefão de máfia. #EuMeimporto #ICareALotNetflix,"#EuMeimporto, #ICareALotNetflix"
255,2021-02-25,#EuMeimporto tô bem vendo esse filme.,#EuMeimporto
256,2021-02-25,"gostei do final!!!!!! muuito bom o filme, pode assistir! #EuMeimporto",#EuMeimporto
258,2021-02-25,Esperava mais desse filme de vdd #Eumeimporto vai se fudeeeeeeeer uma merda esse final,#Eumeimporto
259,2021-02-25,jogar limpo é uma piada que os ricos inventaram pro resto de nos continuar pobre. #EuMeimporto,#EuMeimporto
260,2021-02-25,"“Eu me importo” @NetflixBrasil filmaço! Rosamund Pike impecável, emoção do começo ao fim! #EuMeimporto",#EuMeimporto
261,2021-02-25,"@NetflixBrasil  obrigado por ter feito o filme #EuMeimporto , um baita filme fazia tempo que um filme não me prendia...mas como tudo que é bom dura pouco e eu sempre me iludo e com esse filme não foi diferente pqp que final mais lixo um nojo deu vontade de desinstalar a Netflix",#EuMeimporto
262,2021-02-25,"final não podia ser melhor, não conseguir gostar nemm por um segundo dessa mulherzinha #eumeimporto",#eumeimporto
263,2021-02-25,FINALMENTE indo ver o filme das sapatão tranqueiras #EuMeimporto,#EuMeimporto
264,2021-02-25,"Caralho que demora pra essa mulher morrer, esperando o filme todo por usso  #EuMeimporto",#EuMeimporto
265,2021-02-25,"Entrei na Netflix, e apareceu o trailer de #EuMeimporto... Já desisti de ver nos primeiros segundos. Tentando mortal da Rosamund Pike... desde de Garota exemplar q ela na me desce!! Ódio.. 🤣😂🤣😂🤣",#EuMeimporto
266,2021-02-25,"É preciso ter coragem para enfrentar os inimigos, e ainda mais para enfrentar os amigos. #EuMeimporto",#EuMeimporto
267,2021-02-25,"@FabioPorchat vai um bem recente, #EuMeimporto , #Icarealot, do Netflix.","#EuMeimporto, #Icarealot"
269,2021-02-25,Ontem assisti #EuMeImporto e so lembro de um sentimento: Eiza Gonzales me possua!!! Afff 🥵  (E o filme é mto bom pra qm curte um final WTF),#EuMeImporto
270,2021-02-25,Começou a ficar bom #eumeimporto,#eumeimporto
271,2021-02-25,Como alguém consegue gostar desse filme??? Socorro! Pelo menos aquela fdp morre no final! #EuMeImporto,#EuMeImporto
272,2021-02-25,Duas horas assistindo o filme ansioso q acabasse p enfim pesquisar se realmente a profissão de Curatela  #EuMeimporto,#EuMeimporto
273,2021-02-25,eu nunca torci tanto pra uma sapatã tomar no cu como nesse filme #EuMeimporto,#EuMeimporto
274,2021-02-25,tô apenas sentindo ódio e dó da velhinha nesse filme #EuMeimporto,#EuMeimporto
275,2021-02-24,Filme #EuMeimporto fazia tempo que não assistia filme tão bom! Pqp!   @netflix,#EuMeimporto
276,2021-02-24,"O filme é foda é um misto de torcer pra mina e odiar ao mesmo tempo, que FODA!  #EuMeimporto",#EuMeimporto
277,2021-02-24,Odeio demais quando sacaneiam velhinhos 😡 #EuMeImporto,#EuMeImporto
278,2021-02-24,Caralho do filme  #EuMeImporto Foudase,#EuMeImporto
279,2021-02-24,E agora eu vou assistir #EuMeImporto pra prestigiar #ELA,"#EuMeImporto, #ELA"
280,2021-02-24,- ah Lucas PQ tu é tão contra EUA? - vc já assistiu #EuMeimporto?,#EuMeimporto
281,2021-02-24,#EuMeimporto   que filme inteligente - sobre uma moca que cuida dos velhinhos para ganhar dinheiro .,#EuMeimporto
282,2021-02-24,O PLOT MEU DEEEEEUS #EuMeImporto,#EuMeImporto
283,2021-02-24,Resolvo assistir o filme #EuMeimporto só q a quantidade de palavrões de cara fez perder a vontade.,#EuMeimporto
284,2021-02-24,"Rosamund Pike, nasceu para fazer personagens assim. #EuMeimporto #Netflix","#EuMeimporto, #Netflix"
286,2021-02-24,que casal de sapatão hein pqp.. final do filme até que foi surpreendente  #EuMeimporto,#EuMeimporto
287,2021-02-24,"Eu vi aquele filme #EuMeImporto, da Netflix, e sei lá...acho que não curti muito não. Mas que os looks da Rosamund Pike são fodásticos, eles são ~ e fora que a Eiza Gonzalez é MARAVILHOSA",#EuMeImporto
288,2021-02-24,Meu medo é cuidar de idoso e uma Jennifer aparecer no meu caminho.🤯 #EuMeimporto,#EuMeimporto
290,2021-02-24,"A mulher descobre que ta no meio de um golpe dentro do golpe dela e não faz nem cara de surpresa, faz cara de excitada, eu nao aguento, essa ""vilã"" eu amo hahaha #EuMeImporto",#EuMeImporto
293,2021-02-24,Que podre esse final #EuMeimporto,#EuMeimporto
294,2021-02-24,eu me importo é um dos filmes mais perfeitos que eu já assisti em todos os aspectos #EuMeimporto,#EuMeimporto
295,2021-02-24,"Acabei de assistir “eu me importo” na @Netflix. O filme trata o pior tipo pessoa que pode existir. Todo mundo quer crescer na vida, mas não aceito quem esta disposto a tudo para isso.   #EuMeimporto",#EuMeimporto
296,2021-02-23,@Barbosaw Eu tbm gostei bastante. E gostei também de #EuMeimporto 👌,#EuMeimporto
297,2021-02-23,#EuMeimporto é um filme muuuito bom,#EuMeimporto
298,2021-02-23,Tô muito puta com essa tal Marla Grayson! Pensar q existe gente assim!! #EuMeimporto @NetflixBrasil,#EuMeimporto
299,2021-02-23,"Eu não queria, mas amei esse filme, porém mais uma vez , o casal sapatão não tem sossêgo... Sempre morre ... Ôh caraio viu  #eumeimporto",#eumeimporto
300,2021-02-23,#EuMeimporto #Netflix @NetflixBrasil ainda bem que eu vi até o final kkkkkk  se eu parece faltando 10 minutos pro fim eu ia odiar.,"#EuMeimporto, #Netflix"
301,2021-02-23,"Gentem, conta aqui pra nós vocês gostaram do filme #EuMeimporto ??  O elenco sem duvidas é  foda... mas não curti nao.",#EuMeimporto
302,2021-02-23,Estou completamente chocado com o filme #EuMeimporto,#EuMeimporto
303,2021-02-23,"To com dó dos velhinhos  Mais tenho certeza que ela mexeu com a ""velinha errada"" 🤭  #ICareALotNetflix  #EuMeimporto","#ICareALotNetflix, #EuMeimporto"
304,2021-02-23,"a vdd é que, na vida real, a Marla teria morrido naquele ""acidente"", né? ela não voltaria à consciência tão rápido e ela não conseguiria ficar tanto tempo embaixo d'água, mas, né....licença poética #EuMeImporto",#EuMeImporto
305,2021-02-23,"@NetflixBrasil , obrigado por esse filme foda, mas merecia uma série. #EuMeimporto",#EuMeimporto
306,2021-02-23,Que protagonista fdpppp. Amei o final! #EuMeimporto,#EuMeimporto
307,2021-02-23,Só eu vi semelhanças entre Marla ( filme “Eu me Importo” - Netflix )   e a Karol K ??? 😳😳 #EuMeimporto #bbb21 #BigBrotherBrasil #BigBrother2021 #KarolConka #ForaKarolConka #karoleliminada #bbb2021 #Netflix #Conka,"#EuMeimporto, #bbb21, #BigBrotherBrasil, #BigBrother2021, #KarolConka, #ForaKarolConka, #karoleliminada, #bbb2021, #Netflix, #Conka"
308,2021-02-23,"Você começa #EuMeimporto com pena de um e depois de outro e no final você não tem pena de ninguém, porque é todo mundo filho da p*ta mesmo 👌 @NetflixBrasil",#EuMeimporto
309,2021-02-23,Atenção a indicação de filme fantástico: I care a lot. Que filmaço! Disponível na @NetflixBrasil #ICareALotNetflix #EuMeImporto,"#ICareALotNetflix, #EuMeImporto"
310,2021-02-23,Que filme ruim é esse #EuMeimporto . A única coisa que salva é a atuação da #RosamundPike .,"#EuMeimporto, #RosamundPike"
311,2021-02-23,"Agora que eu lembrei, botamos o filme ontem na @NetflixBrasil #EuMeimporto e quem disse que Bruno deixou terminar o filme? 😏🤦🏾‍♀️😅😋🤤",#EuMeimporto
312,2021-02-23,Que filme besta! #EuMeimporto,#EuMeimporto
313,2021-02-23,iria deixar a curatela te cuidar? 🤔 #EuMeImporto #ICareALot,"#EuMeImporto, #ICareALot"
314,2021-02-23,"Taxista de filme é mó mal educado,não dá um boa noite rapaz kkkk #eumeimporto",#eumeimporto
316,2021-02-22,"eu tô simplesmente PUTA com a marla, quem defende ela é fã da Karol conká #EuMeimporto",#EuMeimporto
317,2021-02-22,Credo q filme ruim esse #EuMeImporto,#EuMeImporto
318,2021-02-22,"Acabei de assistir Eu me importo na @NetflixBrasil , muito bom o filme . #EuMeimporto #Netflix","#EuMeimporto, #Netflix"
319,2021-02-22,Ameii o fim do filme! Marla desgraçada!! #EuMeimporto,#EuMeimporto
320,2021-02-22,"Falando em filme, assistam #EuMeImporto Amei! 😍",#EuMeImporto
322,2021-02-22,Puta que pariu q filme foi esse? #EuMeimporto,#EuMeimporto
323,2021-02-22,"Estou assistindo ""Eu me importo"" na @NetflixBrasil, PQP que filme ótimo #EuMeimporto",#EuMeimporto
324,2021-02-22,"meta de vida, ser tutor de idosos kkkkkkkk #EuMeimporto #Netflix","#EuMeimporto, #Netflix"
326,2021-02-22,"Duas coisas que : ""Eu me importo"" ensina. 1_Nenhum bilionário é bilionário trabalhando honestamente. 2_Tudo que vai volta. #EuMeimporto @NetflixBrasil",#EuMeimporto
327,2021-02-22,"Assisti ao filme “Eu Me Importo” e caramba! Apesar de má, amei a personagem Marla. Que mulher determinada! Aplausos pra trilha sonora bem anos 80 (amo) e para o tema feminismo abordado lindamente #netflix #EuMeimporto 🧡","#netflix, #EuMeimporto"
328,2021-02-22,Quase 2h de filme e continuo torcendo p bandidao  #EuMeimporto,#EuMeimporto
330,2021-02-22,Gente como quero que essa mulher se f*da totalmente se aproveitando dessa velhinha. #EuMeimporto,#EuMeimporto
331,2021-02-22,"Rosamund Pike sempre entregando atuações esplêndidas, tô perplexa com esse filme #EuMeImporto MUITO FODA!!!",#EuMeImporto
332,2021-02-22,#EuMeImporto muito bom esse filme.,#EuMeImporto
333,2021-02-22,Pior filme que a @NetflixBrasil apresentou nos últimos tempos este tão de #EuMeImporto!,#EuMeImporto
334,2021-02-22,"Vou colocar Eu Me Importo (I Care A lot) na tv da sala , minha família que lute kk  #ICareALot  #EuMeimporto","#ICareALot, #EuMeimporto"
335,2021-02-22,Caraca que filme foda é esse #EuMeimporto,#EuMeimporto
336,2021-02-22,#EuMeimporto Mas não entendo  😂😂😂😂😂😂,#EuMeimporto
337,2021-02-22,Que filme bosta #EUMEIMPORTO 🤦,#EUMEIMPORTO
338,2021-02-22,"Vi algumas críticas sobre o filme #EuMeimporto e fiquei pensando, quando foi que a gente ficou tão exigente? É claro que não é uma obra prima, mas não é esse desastre que alguns falaram. Parece que hj todo filme tem que ser complicado ou trazer uma incrível mensagem pra ser bom",#EuMeimporto
339,2021-02-22,"EU ODIEI O FINAL DE #EuMeImporto Netflix façam alguma coisa, não pode terminar assim!",#EuMeImporto
341,2021-02-22,Torcendo para os bandidos darem uma lição nos cidadãos de bem que dão golpes em velhinhos.  #eumeimporto,#eumeimporto
342,2021-02-22,"Filme tinha tudo pra ser bom, final péssimo. Affs  #EuMeimporto",#EuMeimporto
343,2021-02-22,Que filme foda!!! #EuMeimporto,#EuMeimporto
346,2021-02-22,"A questão sobre #EuMeimporto : é um filme bom, surpreende pq não faz o menor sentido",#EuMeimporto
347,2021-02-22,Q raiva desses desgraçados #EuMeimporto,#EuMeimporto
348,2021-02-22,Caralho #EuMeimporto 🎥 da Netflix me surpreendeu positivamente. Não dava nada pelo filme só vi pelos atores e até que gostei bastante.,#EuMeimporto
349,2021-02-22,"Uma filme cheio de reviravoltas, eu adorei!  #EuMeimporto",#EuMeimporto
350,2021-02-22,Vendo a prévia do filme #EuMeimporto e fico impressionada com a beleza da #RosamundPike e em como filme de suspense combina com ela..,"#EuMeimporto, #RosamundPike"
351,2021-02-22,#EuMeimporto que filme lixo heim Netflix pqp! Te fude heim,#EuMeimporto
352,2021-02-22,Cacetaaaaaaa que loucura esse filme @NetflixBrasil #eumeimporto,#eumeimporto
353,2021-02-22,Tô assistindo esse filme #EuMeimporto  e não tô gostando do rumo MDS não acredito que vão ferrar a velha,#EuMeimporto
354,2021-02-22,procurando uma mulher pra que ela pare de dar golpes sozinha e venha dar golpes junto comigo #EuMeImporto,#EuMeImporto
355,2021-02-21,Assistindo #EuMeimporto  e votando na #jaquepatomba,"#EuMeimporto, #jaquepatomba"
356,2021-02-21,"a mulher é braba, temos que admitir  #EuMeimporto",#EuMeimporto
357,2021-02-21,"Nossa acabei de ver o filme ""Eu me importo"" fudeo meu psicológico legal, mas tem uma reflexão de que vale o dinheiro,se no final nada disso importa...✋🥺💔... #EuMeimporto",#EuMeimporto
358,2021-02-21,"Caralho, @NetflixBrasil acertou muito #EuMeimporto",#EuMeimporto
359,2021-02-21,#EuMeimporto é um filme bom. Assistam.,#EuMeimporto
360,2021-02-21,"#EuMeimporto Ruim!!! Fraco do meio pro fim! Uma megera com super poderes consegue colocar a Máfia Russa no chinelo com uma arma de choque. CIA, FBI, KGB... Vocês tão dando mole... @NetflixBrasil ... Que PREGUIÇA desse filme... Tinha potencial...",#EuMeimporto
361,2021-02-21,Será que só eu amei muito todos personagens nesse filme #EuMeimporto?,#EuMeimporto
363,2021-02-21,Tô assistindo #EuMeimporto e se essas duas rapariga não morrer eu vou ficar muito puto 😇,#EuMeimporto
364,2021-02-21,#EuMeimporto esse filme parece até aquelas tramas indianas,#EuMeimporto
365,2021-02-21,"#EuMeimporto que filmaço, o final foi surpreendente e a gente sai do filme com um sentimento de vingança.",#EuMeimporto
366,2021-02-21,eu nunca desejei tanto na minha vida que a protagonista se fude-se igual eu desejei nesse filme #EuMeimporto,#EuMeimporto
367,2021-02-21,#EuMeImporto filme @NetflixBrasil  Super recomendo,#EuMeImporto
368,2021-02-21,Faz muito tempo que não vejo um filme. Ainda mais com meus pais. Q bom q valeu a pena!  #ICareALot #EuMeimporto,"#ICareALot, #EuMeimporto"
369,2021-02-21,"- Terminei agora , é já vi filmes melhores e já vi filme piores , tem uma boa história e também tem coisas que realmente só acontecem em filmes , nota 7 😎 ASSISTAM ! #EuMeimporto",#EuMeimporto
370,2021-02-21,A vontade que dá de meter um murro nesse sorriso bonito... #EuMeimporto,#EuMeimporto
371,2021-02-21,#eumeimporto é ruim mas RUIM COM FORÇA pqp!,#eumeimporto
372,2021-02-21,"Rosamund Pike deixou de ser Amy exemplar, largou o bobão do Ben Affleck, virou Marla Grayson, tá pegando a gostosa e fodona Fran/Eiza González , e dando golpe milionário em velhinhos. Quanta evolução, meus amigos 🥺🥰 @NetflixBrasil #EuMeimporto",#EuMeimporto
373,2021-02-21,marla grayson é a flordelis dos idosos #ICareALot #EuMeimporto,"#ICareALot, #EuMeimporto"
374,2021-02-21,Meu Deus que ódio dessas ordinárias #EuMeimporto,#EuMeimporto
375,2021-02-21,Vamos lá ver #EuMeImporto na @NetflixBrasil e ainda tem a maravilhosa Rosamund ♥️,#EuMeImporto
376,2021-02-21,"10 minutos de filme já estou com ódio dessa estelionatária, charlatã @NetflixBrasil @netflix #EuMeimporto 🤬😡🤬😡🤬😡",#EuMeimporto
377,2021-02-21,Nem meia hora de filme e já estou com raiva desse povo extorquindo a velhinha #EuMeimporto,#EuMeimporto
379,2021-02-21,a gente pelo amor de deus olha o tempo que essa vagabunda ficou debaixo d'água e nao morreu PUTAQUEPARIU  #EuMeimporto,#EuMeimporto
380,2021-02-21,"Acabei de assistir #EuMeimporto na @NetflixBrasil e mano, que filme foda, já tava ficando com ódio do filme mas a última cena me deu até um sentimento de alivio! Cruel? Não mesmo, acho que ela mereceu esse fim!",#EuMeimporto
381,2021-02-21,"Que isso #Netflix, se quisesse ver bandido se dando bem, assistia o TV Câmara, e não o filme #EuMeimporto","#Netflix, #EuMeimporto"
382,2021-02-21,Nao é serie é filme #EuMeimporto,#EuMeimporto
383,2021-02-21,chocado com a critica social de #EuMeImporto ( imaginando o tanto de gente famosa que diz uma coisa e faz outra ),#EuMeImporto
385,2021-02-21,Acabei de ver #EuMeImporto na #Netflix e como não amar Rosamund Pike? A mulher é maravilhosa!  Adorei o filme!,"#EuMeImporto, #Netflix"
386,2021-02-21,Adorei o filme #EuMeImporto Devo dizer que o final me deixou com a alma mais aliviada kkkk,#EuMeImporto
387,2021-02-21,-Quem é você? -Eu sou o seu maior erro vagabunda!  Respondeu o golpe pro gado #EuMeImporto #Netflix,"#EuMeImporto, #Netflix"
388,2021-02-21,"Quando tem um casal com química, bacana de se ver, o casal não presta. Olha, sinceramente sapatão não tem um minuto de felicidade mesmo. #EuMeimporto",#EuMeimporto
389,2021-02-21,"O final do filme #EuMeImporto, que por sinal está entre os Top 10 da #Netflix foi muito satisfatório. Meu maior medo era desse filme acabar antes da Marla receber o que merecia!","#EuMeImporto, #Netflix"
390,2021-02-21,"esperava sucesso, recebeu um tiro #EuMeImporto",#EuMeImporto
392,2021-02-21,Não assistam o filme Não me importo da Netflix. Horrível e insuportável! Vc perde tempo e passa raiva! Muita raiva Nota 00 #Netflix #horrivel #EuMeimporto,"#Netflix, #horrivel, #EuMeimporto"
393,2021-02-21,"Mano, aquele velho ditado, tu pode ter rios de dinheiro no bolso, mas a lábia é tudo!!! #EuMeimporto",#EuMeimporto
394,2021-02-21,AAAAAAAA EU AMEI O FINAL #EuMeimporto,#EuMeimporto
396,2021-02-21,O filme tem muitas coisas que jamais aconteceriam . Mas até que é legal. Nota 8 ! #EuMeImporto,#EuMeImporto
397,2021-02-21,Me surpreendi com #EuMeimporto na @NetflixBrasil. Boa história além de uma ótima e elegante atuação da Rosamund Pike e ainda ter o Peter Dinklage para matar saudades de GOT,#EuMeimporto
399,2021-02-21,Gente não é possível que duas golpista deu um baile desse num cara da máfia russa #EuMeimporto,#EuMeimporto
400,2021-02-21,Esse filme era tudo que eu precisava pra hoje #EuMeimporto,#EuMeimporto
402,2021-02-21,"""Jogar  limpo é uma piada que os ricos inventaram  para  o resyo de nós continuar pobre""   #EuMeimporto",#EuMeimporto
404,2021-02-21,Pirei pra este filme #EuMeImporto,#EuMeImporto
405,2021-02-21,"Eu não quero spoiler mais quero muito que essa Marla se dê mal, fdp nojenta. Esse tipo de intervenção realmente existe nos EUA?! Nunca tinha ouvido falar.🤔 #EuMeimporto",#EuMeimporto
409,2021-02-21,"A Marla é fudida de foda, e eu odeio ela kkk #EuMeimporto",#EuMeimporto
410,2021-02-21,#EuMeimporto que filme FODA. Minha garota exemplar nunca decepciona,#EuMeimporto
411,2021-02-21,Tem um filme no @NetflixBrasil que é lançamento #Eumeimporto ! Top vale a pena assistir !,#Eumeimporto
412,2021-02-21,"Eu vou achar essa Rosemund Pike e dar na cara dela. Escreve o que eu estou dizendo. Mexer com velhinho não Pike, não se mexe com criança e nem velho. Tá ferrada. #EuMeimporto",#EuMeimporto
413,2021-02-21,"Que horror, a senhorinha tava de boa na casa dela e chegou a outra com ordem judicial #EuMeImporto",#EuMeImporto
415,2021-02-21,"esse filme da Netflix, #EuMeImporto, é muitoooo bom mds",#EuMeImporto
416,2021-02-21,"Rosamund Pike acabando com a vida do Ben Aflleck beleza. Mas uma idosa, mano. . . . Já estou pronta pra passar o pano. #EuMeimporto",#EuMeimporto
418,2021-02-21,@NetflixBrasil parabénssss por #EuMeimporto puta filme que atuação,#EuMeimporto
419,2021-02-21,Estou aliviado pq sou pobre e a Marla não viria atrás de mim  #EuMeimporto,#EuMeimporto
420,2021-02-21,"Gente que filme, Lá vai eu torcer pela as vilãs .. #EuMeimporto",#EuMeimporto
421,2021-02-21,Minha xará é pilantrinha das boas e o Chris Messina tá cada vez mais gato. Quero. 😈  #ICareALot #EuMeimporto,"#ICareALot, #EuMeimporto"
422,2021-02-21,Assistindo #EuMeImporto,#EuMeImporto
423,2021-02-21,"#EuMeImporto o filme td pensei q fosse ter aquele final, mas aí veio o plot twist em relação aos 2 e já não sabia mais Posso dizer q quem torceu pra ela tem problemas sérios TIPO BEM SÉRIOS",#EuMeImporto
425,2021-02-21,"Gente quem a atriz morena do filme da Netflix? #eumeimporto cara, to apaixonada! 🤤",#eumeimporto
426,2021-02-21,"O final desse filme é muito prazeroso, que sabor 👁️👄👁️ mas eu passei tanta raiva que quase quebro a tv  #EuMeimporto",#EuMeimporto
427,2021-02-21,#EuMeimporto sapatão n tem pazzzzz,#EuMeimporto
428,2021-02-21,Nossa que filme fodaaa #EuMeimporto,#EuMeimporto
429,2021-02-21,"#EuMeImporto #OriginalNetflix @NetflixBrasil : se você se importa com filme de qualidade, deve assistir a esse.","#EuMeImporto, #OriginalNetflix"
430,2021-02-20,"Eu devo admitir que a Marla é uma vilã foda, inteligente,esperta e cruel, e Rosamund Pike arrasou nesse filme  #EuMeimporto  #ICareALotNetflix","#EuMeimporto, #ICareALotNetflix"
431,2021-02-20,Acabei de assistir o Filme #EuMeimporto que filme em senhora @NetflixBrasil nunca decepciona.,#EuMeimporto
432,2021-02-20,Muito legal esse filme da @NetflixBrasil  #EuMeimporto   Adorei o final.,#EuMeimporto
434,2021-02-20,"E esse filme das sapatão trambiqueira? Adorei, fazia tempo que não via um filme que eu ficava sem ideia de como seria o final #ICareALot #EuMeimporto","#ICareALot, #EuMeimporto"
435,2021-02-20,por que ninguém tá falando sobre a morte que acontece no final de #EuMeimporto?,#EuMeimporto
436,2021-02-20,"""Então tenta a sorte sua piranha de merda"" - jeniffer  #EuMeimporto",#EuMeimporto
438,2021-02-20,"mano, que ódio desse filme pqp #EuMeimporto",#EuMeimporto
439,2021-02-20,"fui assistir o filme ""eu me importo"" com a minha família ai do nada aparece duas muié se pegando parecendo dois boneco do toy story mds  #EuMeimporto",#EuMeimporto
440,2021-02-20,Senhorrrrr 🤭🤭🤭🤭 @NetflixBrasil fazendo a gente se apaixonar pela vilã !! 🥰🥰🤭 #EuMeimporto,#EuMeimporto
441,2021-02-20,rosamund pike dona do meu c  #EuMeimporto,#EuMeimporto
443,2021-02-20,Chocada com esse final HAHAHA #EuMeimporto #Netflix,"#EuMeimporto, #Netflix"
444,2021-02-20,Rosamund Pike em mais um papel impecável #EuMeimporto,#EuMeimporto
445,2021-02-20,#EuMeimporto  EU QUERO MATAR A CUIDADORA DE IDOSOS QUE ROUBA OS POBREZINHOS,#EuMeimporto
446,2021-02-20,"#netflix   #eumeimporto , rapaz que filme merda pqp ..... Duas horas perdidas ... Fujam !  Roteiro mais furado que uma peneira, péssimas atuações .... Nao perca seu tempo.","#netflix, #eumeimporto"
447,2021-02-20,Vou assistir #EuMeimporto com minhas amigas hétero bora lá,#EuMeimporto
448,2021-02-20,Oscar para Rosamund Pike por I Care A Lot JÁ!!!!!!! #Oscar #RosamundPike #ICareALot #EuMeImporto #BestActress #MelhorAtriz,"#Oscar, #RosamundPike, #ICareALot, #EuMeImporto, #BestActress, #MelhorAtriz"
449,2021-02-20,Eu tinha esquecido o que era passar tanta raiva com um filme quanto hoje  #EuMeimporto  #Netflix,"#EuMeimporto, #Netflix"
450,2021-02-20,manoo a coroa é porra louca kk #EuMeimporto,#EuMeimporto
451,2021-02-20,Eu achando que o filme #EuMeimporto era série e teve um final nada haver kkkkkkkk,#EuMeimporto
453,2021-02-20,Eu tô muito puta com esse final de #EuMeimporto 😒🥺,#EuMeimporto
454,2021-02-20,"Filme merda, fodase #EuMeimporto #ICareALot","#EuMeimporto, #ICareALot"
455,2021-02-20,"Assistam #EuMeImporto, que filme do caralho",#EuMeImporto
456,2021-02-20,#EuMeimporto O mafioso mata as duas mulheres golpistas e o Juiz e tira a mãe do asilo. Pronto esse é o #finalperfeito,"#EuMeimporto, #finalperfeito"
458,2021-02-20,"Quem mais achou fantástico o filme ""I Care a not"" da Netflix.  Aquele filme que você odeia todos, não quer que ninguém ganhe, mas fica lá até o final forçando pra dar merda.  #netfli #EuMeimporto  #RosamundPike","#netfli, #EuMeimporto, #RosamundPike"
459,2021-02-20,"Numa briga entre a máfia russa e uma sapatão sem dente, quem ganha? #ICareALot #EuMeimporto #ICareALotNetflix","#ICareALot, #EuMeimporto, #ICareALotNetflix"
